Genotype,loc,Yield,Stage,Module,Year,Seas,Env
MT4227,Bohol,3.483489096,1,1,2012,DS,BohD
MT4227,Laguna,5.339989702,1,1,2012,DS,LagD
MT4227,Nueva Ecija,8.01422206,1,1,2012,DS,NueD
MT4230,Agusan,4.119851497,1,1,2012,DS,AguD
MT4230,Bohol,2.584498814,1,1,2012,DS,BohD
MT4230,Laguna,5.160017626,1,1,2012,DS,LagD
MT4230,Nueva Ecija,7.822574253,1,1,2012,DS,NueD
MT4235,Agusan,3.318244083,1,1,2012,DS,AguD
MT4235,Bohol,2.266521441,1,1,2012,DS,BohD
MT4235,Laguna,3.83394083,1,1,2012,DS,LagD
MT4235,Nueva Ecija,7.010655358,1,1,2012,DS,NueD
MT4242,Agusan,3.27170103,1,1,2012,DS,AguD
MT4242,Bohol,2.224653977,1,1,2012,DS,BohD
MT4242,Laguna,3.97628836,1,1,2012,DS,LagD
MT4242,Nueva Ecija,7.284595785,1,1,2012,DS,NueD
MT4251,Agusan,4.33188534,1,1,2012,DS,AguD
MT4251,Bohol,3.732879958,1,1,2012,DS,BohD
MT4251,Laguna,5.23582497,1,1,2012,DS,LagD
MT4251,Nueva Ecija,7.885863258,1,1,2012,DS,NueD
MT4252,Agusan,3.799946354,1,1,2012,DS,AguD
MT4252,Bohol,2.980411255,1,1,2012,DS,BohD
MT4252,Laguna,4.737798411,1,1,2012,DS,LagD
MT4252,Nueva Ecija,7.392690229,1,1,2012,DS,NueD
MT4253,Agusan,3.896764676,1,1,2012,DS,AguD
MT4253,Bohol,2.858507669,1,1,2012,DS,BohD
MT4253,Laguna,4.866543533,1,1,2012,DS,LagD
MT4253,Nueva Ecija,7.790027284,1,1,2012,DS,NueD
MT4254,Agusan,3.947486932,1,1,2012,DS,AguD
MT4254,Bohol,3.089227343,1,1,2012,DS,BohD
MT4254,Laguna,4.487383886,1,1,2012,DS,LagD
MT4254,Nueva Ecija,7.687087909,1,1,2012,DS,NueD
MT4255,Agusan,4.738466297,1,1,2012,DS,AguD
MT4255,Bohol,3.830424248,1,1,2012,DS,BohD
MT4255,Laguna,5.513021975,1,1,2012,DS,LagD
MT4255,Nueva Ecija,8.425042315,1,1,2012,DS,NueD
MT4258,Agusan,3.916888549,1,1,2012,DS,AguD
MT4258,Bohol,3.074270985,1,1,2012,DS,BohD
MT4258,Laguna,4.88931569,1,1,2012,DS,LagD
MT4258,Nueva Ecija,7.417719499,1,1,2012,DS,NueD
MT4259,Agusan,4.190276399,1,1,2012,DS,AguD
MT4259,Bohol,2.938988477,1,1,2012,DS,BohD
MT4259,Laguna,5.232978094,1,1,2012,DS,LagD
MT4259,Nueva Ecija,7.58254414,1,1,2012,DS,NueD
MT4260,Agusan,3.871392163,1,1,2012,DS,AguD
MT4260,Bohol,3.110948439,1,1,2012,DS,BohD
MT4260,Laguna,4.794906912,1,1,2012,DS,LagD
MT4260,Nueva Ecija,7.783383831,1,1,2012,DS,NueD
MT4262,Agusan,3.990782979,1,1,2012,DS,AguD
MT4262,Bohol,2.868090207,1,1,2012,DS,BohD
MT4262,Laguna,4.653292319,1,1,2012,DS,LagD
MT4262,Nueva Ecija,7.730962795,1,1,2012,DS,NueD
MT4263,Agusan,3.913185547,1,1,2012,DS,AguD
MT4263,Bohol,3.032135069,1,1,2012,DS,BohD
MT4263,Laguna,4.75974368,1,1,2012,DS,LagD
MT4263,Nueva Ecija,7.709593487,1,1,2012,DS,NueD
MT4264,Agusan,3.865110188,1,1,2012,DS,AguD
MT4264,Bohol,3.151200406,1,1,2012,DS,BohD
MT4264,Laguna,5.11118646,1,1,2012,DS,LagD
MT4264,Nueva Ecija,7.856931415,1,1,2012,DS,NueD
MT4269,Agusan,3.763313886,1,1,2012,DS,AguD
MT4269,Bohol,2.690951723,1,1,2012,DS,BohD
MT4269,Laguna,5.158847938,1,1,2012,DS,LagD
MT4269,Nueva Ecija,7.782218125,1,1,2012,DS,NueD
MT4270,Agusan,4.632559168,1,1,2012,DS,AguD
MT4270,Bohol,3.508648123,1,1,2012,DS,BohD
MT4270,Laguna,5.38508874,1,1,2012,DS,LagD
MT4270,Nueva Ecija,8.230096861,1,1,2012,DS,NueD
MT4271,Agusan,4.029905236,1,1,2012,DS,AguD
MT4271,Bohol,3.102563821,1,1,2012,DS,BohD
MT4271,Laguna,4.844870625,1,1,2012,DS,LagD
MT4271,Nueva Ecija,7.785862934,1,1,2012,DS,NueD
MT4272,Agusan,3.928111036,1,1,2012,DS,AguD
MT4272,Bohol,3.160053602,1,1,2012,DS,BohD
MT4272,Laguna,4.909166364,1,1,2012,DS,LagD
MT4272,Nueva Ecija,7.723953334,1,1,2012,DS,NueD
MT4274,Agusan,3.818825415,1,1,2012,DS,AguD
MT4274,Bohol,2.677932521,1,1,2012,DS,BohD
MT4274,Laguna,4.502177367,1,1,2012,DS,LagD
MT4274,Nueva Ecija,7.606543339,1,1,2012,DS,NueD
MT4277,Agusan,4.923071073,1,1,2012,DS,AguD
MT4277,Bohol,3.712295904,1,1,2012,DS,BohD
MT4277,Laguna,5.818329882,1,1,2012,DS,LagD
MT4277,Nueva Ecija,8.515589783,1,1,2012,DS,NueD
MT4281,Agusan,4.019109875,1,1,2012,DS,AguD
MT4281,Bohol,3.813363327,1,1,2012,DS,BohD
MT4281,Laguna,5.355452067,1,1,2012,DS,LagD
MT4281,Nueva Ecija,7.959202836,1,1,2012,DS,NueD
MT4282,Agusan,3.927189949,1,1,2012,DS,AguD
MT4282,Bohol,3.641373468,1,1,2012,DS,BohD
MT4282,Laguna,5.23203006,1,1,2012,DS,LagD
MT4282,Nueva Ecija,7.965870414,1,1,2012,DS,NueD
MT4283,Agusan,3.673552242,1,1,2012,DS,AguD
MT4283,Bohol,3.378102018,1,1,2012,DS,BohD
MT4283,Laguna,5.24462871,1,1,2012,DS,LagD
MT4283,Nueva Ecija,7.741305409,1,1,2012,DS,NueD
MT4287,Agusan,4.320359165,1,1,2012,DS,AguD
MT4287,Bohol,3.263464507,1,1,2012,DS,BohD
MT4287,Laguna,5.012349028,1,1,2012,DS,LagD
MT4287,Nueva Ecija,7.739986263,1,1,2012,DS,NueD
MT4288,Agusan,4.331375749,1,1,2012,DS,AguD
MT4288,Bohol,3.526696858,1,1,2012,DS,BohD
MT4288,Laguna,5.253052005,1,1,2012,DS,LagD
MT4288,Nueva Ecija,8.370332023,1,1,2012,DS,NueD
MT4292,Agusan,3.71559576,1,1,2012,DS,AguD
MT4292,Bohol,3.041061654,1,1,2012,DS,BohD
MT4292,Laguna,5.088759847,1,1,2012,DS,LagD
MT4292,Nueva Ecija,7.687404241,1,1,2012,DS,NueD
MT4294,Agusan,4.11473281,1,1,2012,DS,AguD
MT4294,Bohol,3.400430933,1,1,2012,DS,BohD
MT4294,Laguna,5.289545231,1,1,2012,DS,LagD
MT4294,Nueva Ecija,8.217491103,1,1,2012,DS,NueD
MT4296,Agusan,3.45453252,1,1,2012,DS,AguD
MT4296,Bohol,2.349261577,1,1,2012,DS,BohD
MT4296,Laguna,4.924248672,1,1,2012,DS,LagD
MT4296,Nueva Ecija,7.467876856,1,1,2012,DS,NueD
MT4300,Agusan,3.21444425,1,1,2012,DS,AguD
MT4300,Bohol,2.113527367,1,1,2012,DS,BohD
MT4300,Laguna,4.15502055,1,1,2012,DS,LagD
MT4300,Nueva Ecija,7.135304475,1,1,2012,DS,NueD
MT4306,Agusan,3.38317226,1,1,2012,DS,AguD
MT4306,Bohol,2.953379064,1,1,2012,DS,BohD
MT4306,Laguna,4.40718827,1,1,2012,DS,LagD
MT4306,Nueva Ecija,7.262812671,1,1,2012,DS,NueD
MT4307,Agusan,3.459889131,1,1,2012,DS,AguD
MT4307,Bohol,2.658316667,1,1,2012,DS,BohD
MT4307,Laguna,4.000227191,1,1,2012,DS,LagD
MT4307,Nueva Ecija,7.384656883,1,1,2012,DS,NueD
MT4311,Agusan,3.585351351,1,1,2012,DS,AguD
MT4311,Bohol,2.996667425,1,1,2012,DS,BohD
MT4311,Laguna,4.652026018,1,1,2012,DS,LagD
MT4311,Nueva Ecija,7.419050718,1,1,2012,DS,NueD
MT4312,Agusan,3.842778527,1,1,2012,DS,AguD
MT4312,Bohol,2.870214532,1,1,2012,DS,BohD
MT4312,Laguna,4.691859817,1,1,2012,DS,LagD
MT4312,Nueva Ecija,7.663361211,1,1,2012,DS,NueD
MT4313,Agusan,3.902387899,1,1,2012,DS,AguD
MT4313,Bohol,2.974564588,1,1,2012,DS,BohD
MT4313,Laguna,4.911330906,1,1,2012,DS,LagD
MT4313,Nueva Ecija,7.858582048,1,1,2012,DS,NueD
MT4314,Agusan,3.280937762,1,1,2012,DS,AguD
MT4314,Bohol,2.811961352,1,1,2012,DS,BohD
MT4314,Laguna,4.24945528,1,1,2012,DS,LagD
MT4314,Nueva Ecija,7.57899986,1,1,2012,DS,NueD
MT4315,Agusan,3.67602025,1,1,2012,DS,AguD
MT4315,Bohol,2.340237074,1,1,2012,DS,BohD
MT4315,Laguna,4.569812136,1,1,2012,DS,LagD
MT4315,Nueva Ecija,7.274949629,1,1,2012,DS,NueD
MT4316,Agusan,3.040904222,1,1,2012,DS,AguD
MT4316,Bohol,2.201687078,1,1,2012,DS,BohD
MT4316,Laguna,4.487587951,1,1,2012,DS,LagD
MT4316,Nueva Ecija,7.238292552,1,1,2012,DS,NueD
MT4317,Agusan,3.689081579,1,1,2012,DS,AguD
MT4317,Bohol,2.643900003,1,1,2012,DS,BohD
MT4317,Laguna,4.232348984,1,1,2012,DS,LagD
MT4317,Nueva Ecija,7.301861415,1,1,2012,DS,NueD
MT4319,Agusan,4.364598278,1,1,2012,DS,AguD
MT4319,Bohol,3.332119207,1,1,2012,DS,BohD
MT4319,Laguna,5.282346944,1,1,2012,DS,LagD
MT4319,Nueva Ecija,7.960593573,1,1,2012,DS,NueD
MT4321,Agusan,3.077771328,1,1,2012,DS,AguD
MT4321,Bohol,1.955408961,1,1,2012,DS,BohD
MT4321,Laguna,4.156355357,1,1,2012,DS,LagD
MT4321,Nueva Ecija,6.390463035,1,1,2012,DS,NueD
MT4325,Agusan,3.317162775,1,1,2012,DS,AguD
MT4325,Bohol,2.413781048,1,1,2012,DS,BohD
MT4325,Laguna,4.245529714,1,1,2012,DS,LagD
MT4325,Nueva Ecija,7.099830366,1,1,2012,DS,NueD
MT4326,Agusan,4.208818528,1,1,2012,DS,AguD
MT4326,Bohol,3.374538974,1,1,2012,DS,BohD
MT4326,Laguna,4.991345761,1,1,2012,DS,LagD
MT4326,Nueva Ecija,7.870687905,1,1,2012,DS,NueD
MT4521,Agusan,3.662854504,1,1,2012,DS,AguD
MT4521,Bohol,2.562212554,1,1,2012,DS,BohD
MT4521,Laguna,4.872083121,1,1,2012,DS,LagD
MT4521,Nueva Ecija,7.595044217,1,1,2012,DS,NueD
MT4523,Agusan,4.515129144,1,1,2012,DS,AguD
MT4523,Bohol,3.466279956,1,1,2012,DS,BohD
MT4523,Laguna,5.570446088,1,1,2012,DS,LagD
MT4523,Nueva Ecija,8.095213409,1,1,2012,DS,NueD
MT4525,Agusan,4.703603679,1,1,2012,DS,AguD
MT4525,Bohol,3.616706851,1,1,2012,DS,BohD
MT4525,Laguna,5.434141358,1,1,2012,DS,LagD
MT4525,Nueva Ecija,8.108721354,1,1,2012,DS,NueD
MT4526,Agusan,4.378766772,1,1,2012,DS,AguD
MT4526,Bohol,3.462322844,1,1,2012,DS,BohD
MT4526,Laguna,5.222475969,1,1,2012,DS,LagD
MT4526,Nueva Ecija,7.528848389,1,1,2012,DS,NueD
MT4530,Agusan,3.668866369,1,1,2012,DS,AguD
MT4530,Bohol,3.006314944,1,1,2012,DS,BohD
MT4530,Laguna,4.764380867,1,1,2012,DS,LagD
MT4530,Nueva Ecija,7.376286069,1,1,2012,DS,NueD
MT4532,Agusan,4.22423925,1,1,2012,DS,AguD
MT4532,Bohol,3.569855032,1,1,2012,DS,BohD
MT4532,Laguna,5.087290051,1,1,2012,DS,LagD
MT4532,Nueva Ecija,7.976519765,1,1,2012,DS,NueD
MT4533,Agusan,4.303568968,1,1,2012,DS,AguD
MT4533,Bohol,3.605907435,1,1,2012,DS,BohD
MT4533,Laguna,5.456214073,1,1,2012,DS,LagD
MT4533,Nueva Ecija,8.076053062,1,1,2012,DS,NueD
MT4534,Agusan,4.261412886,1,1,2012,DS,AguD
MT4534,Bohol,3.373710335,1,1,2012,DS,BohD
MT4534,Laguna,5.33504203,1,1,2012,DS,LagD
MT4534,Nueva Ecija,8.234752872,1,1,2012,DS,NueD
MT4535,Agusan,4.577359884,1,1,2012,DS,AguD
MT4535,Bohol,3.15844448,1,1,2012,DS,BohD
MT4535,Laguna,4.954832244,1,1,2012,DS,LagD
MT4535,Nueva Ecija,7.510256608,1,1,2012,DS,NueD
MT4539,Agusan,4.267969839,1,1,2012,DS,AguD
MT4539,Bohol,3.570009213,1,1,2012,DS,BohD
MT4539,Laguna,5.370878841,1,1,2012,DS,LagD
MT4539,Nueva Ecija,8.108412365,1,1,2012,DS,NueD
MT4540,Agusan,4.244303063,1,1,2012,DS,AguD
MT4540,Bohol,2.974102468,1,1,2012,DS,BohD
MT4540,Laguna,5.101292116,1,1,2012,DS,LagD
MT4540,Nueva Ecija,7.825922656,1,1,2012,DS,NueD
MT4541,Agusan,3.937947548,1,1,2012,DS,AguD
MT4541,Bohol,3.167423309,1,1,2012,DS,BohD
MT4541,Laguna,4.968108502,1,1,2012,DS,LagD
MT4541,Nueva Ecija,7.615064046,1,1,2012,DS,NueD
MT4542,Agusan,4.489888513,1,1,2012,DS,AguD
MT4542,Bohol,3.625808969,1,1,2012,DS,BohD
MT4542,Laguna,5.485446574,1,1,2012,DS,LagD
MT4542,Nueva Ecija,8.36477872,1,1,2012,DS,NueD
MT4551,Agusan,4.438821998,1,1,2012,DS,AguD
MT4551,Bohol,3.14118338,1,1,2012,DS,BohD
MT4551,Laguna,5.180756794,1,1,2012,DS,LagD
MT4551,Nueva Ecija,8.153728236,1,1,2012,DS,NueD
MT4552,Agusan,3.965358317,1,1,2012,DS,AguD
MT4552,Bohol,2.918106376,1,1,2012,DS,BohD
MT4552,Laguna,4.833685673,1,1,2012,DS,LagD
MT4552,Nueva Ecija,7.627470526,1,1,2012,DS,NueD
MT4555,Agusan,4.287690985,1,1,2012,DS,AguD
MT4555,Bohol,3.515489861,1,1,2012,DS,BohD
MT4555,Laguna,5.257229249,1,1,2012,DS,LagD
MT4555,Nueva Ecija,7.977247699,1,1,2012,DS,NueD
MT4558,Agusan,4.617485627,1,1,2012,DS,AguD
MT4558,Bohol,3.296779838,1,1,2012,DS,BohD
MT4558,Laguna,5.186906054,1,1,2012,DS,LagD
MT4558,Nueva Ecija,7.927973017,1,1,2012,DS,NueD
MT4559,Agusan,3.696880578,1,1,2012,DS,AguD
MT4559,Bohol,3.211733752,1,1,2012,DS,BohD
MT4559,Laguna,4.979458619,1,1,2012,DS,LagD
MT4559,Nueva Ecija,7.818882538,1,1,2012,DS,NueD
MT4563,Agusan,4.302106294,1,1,2012,DS,AguD
MT4563,Bohol,3.201576111,1,1,2012,DS,BohD
MT4563,Laguna,5.303660878,1,1,2012,DS,LagD
MT4563,Nueva Ecija,7.983110339,1,1,2012,DS,NueD
MT4565,Agusan,3.823532932,1,1,2012,DS,AguD
MT4565,Bohol,3.170179301,1,1,2012,DS,BohD
MT4565,Laguna,4.990930922,1,1,2012,DS,LagD
MT4565,Nueva Ecija,7.727152587,1,1,2012,DS,NueD
MT4570,Agusan,4.20629458,1,1,2012,DS,AguD
MT4570,Bohol,3.430225832,1,1,2012,DS,BohD
MT4570,Laguna,4.835317059,1,1,2012,DS,LagD
MT4570,Nueva Ecija,8.068228787,1,1,2012,DS,NueD
MT4571,Agusan,4.218704481,1,1,2012,DS,AguD
MT4571,Bohol,3.734244585,1,1,2012,DS,BohD
MT4571,Laguna,5.437831916,1,1,2012,DS,LagD
MT4571,Nueva Ecija,8.302247833,1,1,2012,DS,NueD
MT4575,Agusan,3.96404771,1,1,2012,DS,AguD
MT4575,Bohol,3.441644816,1,1,2012,DS,BohD
MT4575,Laguna,4.437174639,1,1,2012,DS,LagD
MT4575,Nueva Ecija,7.683836934,1,1,2012,DS,NueD
MT4577,Agusan,4.267093255,1,1,2012,DS,AguD
MT4577,Bohol,3.417312587,1,1,2012,DS,BohD
MT4577,Laguna,5.153335834,1,1,2012,DS,LagD
MT4577,Nueva Ecija,8.146700281,1,1,2012,DS,NueD
MT4579,Agusan,4.280565502,1,1,2012,DS,AguD
MT4579,Bohol,3.300755786,1,1,2012,DS,BohD
MT4579,Laguna,5.190734757,1,1,2012,DS,LagD
MT4579,Nueva Ecija,7.830966601,1,1,2012,DS,NueD
MT4580,Agusan,4.73588297,1,1,2012,DS,AguD
MT4580,Bohol,3.671548694,1,1,2012,DS,BohD
MT4580,Laguna,5.270553101,1,1,2012,DS,LagD
MT4580,Nueva Ecija,8.110038088,1,1,2012,DS,NueD
MT4581,Agusan,4.316765802,1,1,2012,DS,AguD
MT4581,Bohol,3.332335596,1,1,2012,DS,BohD
MT4581,Laguna,5.111074649,1,1,2012,DS,LagD
MT4581,Nueva Ecija,7.891646308,1,1,2012,DS,NueD
MT4582,Agusan,4.27508164,1,1,2012,DS,AguD
MT4582,Bohol,3.258060009,1,1,2012,DS,BohD
MT4582,Laguna,5.229516181,1,1,2012,DS,LagD
MT4582,Nueva Ecija,8.172963987,1,1,2012,DS,NueD
MT4583,Agusan,4.373590183,1,1,2012,DS,AguD
MT4583,Bohol,3.256131568,1,1,2012,DS,BohD
MT4583,Laguna,5.085111532,1,1,2012,DS,LagD
MT4583,Nueva Ecija,8.106330053,1,1,2012,DS,NueD
MT4637,Agusan,4.945621854,1,1,2012,DS,AguD
MT4637,Bohol,3.681229887,1,1,2012,DS,BohD
MT4637,Laguna,5.389119965,1,1,2012,DS,LagD
MT4637,Nueva Ecija,8.328134511,1,1,2012,DS,NueD
MT4703,Agusan,4.710250916,1,1,2012,DS,AguD
MT4703,Bohol,3.534342353,1,1,2012,DS,BohD
MT4703,Laguna,5.099785466,1,1,2012,DS,LagD
MT4703,Nueva Ecija,7.887749775,1,1,2012,DS,NueD
MT4901,Agusan,4.285076655,1,1,2012,DS,AguD
MT4901,Bohol,3.009330928,1,1,2012,DS,BohD
MT4901,Laguna,4.877886172,1,1,2012,DS,LagD
MT4901,Nueva Ecija,7.855649042,1,1,2012,DS,NueD
MT4902,Agusan,4.233092261,1,1,2012,DS,AguD
MT4902,Bohol,3.721997731,1,1,2012,DS,BohD
MT4902,Laguna,5.054893117,1,1,2012,DS,LagD
MT4902,Nueva Ecija,8.02351327,1,1,2012,DS,NueD
MT4903,Agusan,4.339999476,1,1,2012,DS,AguD
MT4903,Bohol,3.28974683,1,1,2012,DS,BohD
MT4903,Laguna,4.959438933,1,1,2012,DS,LagD
MT4903,Nueva Ecija,7.986706211,1,1,2012,DS,NueD
MT4904,Agusan,3.910752606,1,1,2012,DS,AguD
MT4904,Bohol,2.880237964,1,1,2012,DS,BohD
MT4904,Laguna,4.922550795,1,1,2012,DS,LagD
MT4904,Nueva Ecija,7.658019276,1,1,2012,DS,NueD
MT4906,Agusan,3.230154402,1,1,2012,DS,AguD
MT4906,Bohol,2.213353233,1,1,2012,DS,BohD
MT4906,Laguna,4.337407416,1,1,2012,DS,LagD
MT4906,Nueva Ecija,6.856894607,1,1,2012,DS,NueD
MT4907,Agusan,3.781071336,1,1,2012,DS,AguD
MT4907,Bohol,2.606662435,1,1,2012,DS,BohD
MT4907,Laguna,4.441980705,1,1,2012,DS,LagD
MT4907,Nueva Ecija,7.32593791,1,1,2012,DS,NueD
MT4908,Agusan,3.727137706,1,1,2012,DS,AguD
MT4908,Bohol,2.952055157,1,1,2012,DS,BohD
MT4908,Laguna,5.0441973,1,1,2012,DS,LagD
MT4908,Nueva Ecija,7.399397805,1,1,2012,DS,NueD
MT4909,Agusan,3.651526393,1,1,2012,DS,AguD
MT4909,Bohol,2.995141993,1,1,2012,DS,BohD
MT4909,Laguna,5.096698716,1,1,2012,DS,LagD
MT4909,Nueva Ecija,7.820101795,1,1,2012,DS,NueD
MT4910,Agusan,4.296433576,1,1,2012,DS,AguD
MT4910,Bohol,2.909940125,1,1,2012,DS,BohD
MT4910,Laguna,5.319824973,1,1,2012,DS,LagD
MT4910,Nueva Ecija,7.971196107,1,1,2012,DS,NueD
MT4911,Agusan,4.16887406,1,1,2012,DS,AguD
MT4911,Bohol,2.868949635,1,1,2012,DS,BohD
MT4911,Laguna,4.457052769,1,1,2012,DS,LagD
MT4911,Nueva Ecija,7.350694955,1,1,2012,DS,NueD
MT4912,Agusan,3.065621158,1,1,2012,DS,AguD
MT4912,Bohol,2.454604666,1,1,2012,DS,BohD
MT4912,Laguna,3.752765113,1,1,2012,DS,LagD
MT4912,Nueva Ecija,6.505300129,1,1,2012,DS,NueD
MT4913,Agusan,3.777603897,1,1,2012,DS,AguD
MT4913,Bohol,3.300326743,1,1,2012,DS,BohD
MT4913,Laguna,5.03753848,1,1,2012,DS,LagD
MT4913,Nueva Ecija,7.604910205,1,1,2012,DS,NueD
MT4914,Agusan,4.741288247,1,1,2012,DS,AguD
MT4914,Bohol,3.999657414,1,1,2012,DS,BohD
MT4914,Laguna,5.521266926,1,1,2012,DS,LagD
MT4914,Nueva Ecija,8.292472968,1,1,2012,DS,NueD
MT4915,Agusan,4.311724057,1,1,2012,DS,AguD
MT4915,Bohol,3.272586678,1,1,2012,DS,BohD
MT4915,Laguna,5.285774604,1,1,2012,DS,LagD
MT4915,Nueva Ecija,7.928518122,1,1,2012,DS,NueD
MT4916,Agusan,4.568949313,1,1,2012,DS,AguD
MT4916,Bohol,3.239111456,1,1,2012,DS,BohD
MT4916,Laguna,5.254054475,1,1,2012,DS,LagD
MT4916,Nueva Ecija,7.640986618,1,1,2012,DS,NueD
MT4917,Agusan,4.54745059,1,1,2012,DS,AguD
MT4917,Bohol,3.229198451,1,1,2012,DS,BohD
MT4917,Laguna,5.127119788,1,1,2012,DS,LagD
MT4917,Nueva Ecija,8.182460827,1,1,2012,DS,NueD
MT4918,Agusan,4.461378815,1,1,2012,DS,AguD
MT4918,Bohol,3.48026506,1,1,2012,DS,BohD
MT4918,Laguna,5.617932247,1,1,2012,DS,LagD
MT4918,Nueva Ecija,8.295394089,1,1,2012,DS,NueD
MT4919,Agusan,3.532202383,1,1,2012,DS,AguD
MT4919,Bohol,3.270833464,1,1,2012,DS,BohD
MT4919,Laguna,5.279046174,1,1,2012,DS,LagD
MT4919,Nueva Ecija,7.898283746,1,1,2012,DS,NueD
MT4920,Agusan,3.861997549,1,1,2012,DS,AguD
MT4920,Bohol,3.253775896,1,1,2012,DS,BohD
MT4920,Laguna,5.233331478,1,1,2012,DS,LagD
MT4920,Nueva Ecija,7.837836708,1,1,2012,DS,NueD
MT4921,Agusan,3.79452329,1,1,2012,DS,AguD
MT4921,Bohol,3.60618314,1,1,2012,DS,BohD
MT4921,Laguna,4.891455784,1,1,2012,DS,LagD
MT4921,Nueva Ecija,7.242430659,1,1,2012,DS,NueD
MT4922,Agusan,3.858683751,1,1,2012,DS,AguD
MT4922,Bohol,3.442390547,1,1,2012,DS,BohD
MT4922,Laguna,5.276269059,1,1,2012,DS,LagD
MT4922,Nueva Ecija,7.856125602,1,1,2012,DS,NueD
MT4923,Agusan,4.606270882,1,1,2012,DS,AguD
MT4923,Bohol,3.482074856,1,1,2012,DS,BohD
MT4923,Laguna,5.566097937,1,1,2012,DS,LagD
MT4923,Nueva Ecija,8.163746654,1,1,2012,DS,NueD
MT4924,Agusan,4.145183975,1,1,2012,DS,AguD
MT4924,Bohol,3.204582257,1,1,2012,DS,BohD
MT4924,Laguna,4.912028709,1,1,2012,DS,LagD
MT4924,Nueva Ecija,7.736208798,1,1,2012,DS,NueD
MT4925,Agusan,3.984727243,1,1,2012,DS,AguD
MT4925,Bohol,3.414891489,1,1,2012,DS,BohD
MT4925,Laguna,5.284112286,1,1,2012,DS,LagD
MT4925,Nueva Ecija,8.180190785,1,1,2012,DS,NueD
MT4926,Agusan,4.284138171,1,1,2012,DS,AguD
MT4926,Bohol,3.395146827,1,1,2012,DS,BohD
MT4926,Laguna,5.249428626,1,1,2012,DS,LagD
MT4926,Nueva Ecija,8.035578972,1,1,2012,DS,NueD
MT4927,Agusan,3.627173366,1,1,2012,DS,AguD
MT4927,Bohol,3.100463768,1,1,2012,DS,BohD
MT4927,Laguna,4.409267512,1,1,2012,DS,LagD
MT4927,Nueva Ecija,7.435126345,1,1,2012,DS,NueD
MT4928,Agusan,3.626844341,1,1,2012,DS,AguD
MT4928,Bohol,3.088877443,1,1,2012,DS,BohD
MT4928,Laguna,4.812159258,1,1,2012,DS,LagD
MT4928,Nueva Ecija,7.405131308,1,1,2012,DS,NueD
MT4929,Agusan,2.706279811,1,1,2012,DS,AguD
MT4929,Bohol,2.187577042,1,1,2012,DS,BohD
MT4929,Laguna,3.930724916,1,1,2012,DS,LagD
MT4929,Nueva Ecija,6.703182192,1,1,2012,DS,NueD
MT4930,Agusan,3.488329031,1,1,2012,DS,AguD
MT4930,Bohol,3.152589401,1,1,2012,DS,BohD
MT4930,Laguna,4.951290541,1,1,2012,DS,LagD
MT4930,Nueva Ecija,7.452460106,1,1,2012,DS,NueD
MT4931,Agusan,3.408626982,1,1,2012,DS,AguD
MT4931,Bohol,2.96184674,1,1,2012,DS,BohD
MT4931,Laguna,4.302113985,1,1,2012,DS,LagD
MT4931,Nueva Ecija,6.798006629,1,1,2012,DS,NueD
MT4932,Agusan,4.232940505,1,1,2012,DS,AguD
MT4932,Bohol,3.000107376,1,1,2012,DS,BohD
MT4932,Laguna,5.138957546,1,1,2012,DS,LagD
MT4932,Nueva Ecija,7.586035285,1,1,2012,DS,NueD
MT4933,Agusan,4.107611089,1,1,2012,DS,AguD
MT4933,Bohol,2.819943687,1,1,2012,DS,BohD
MT4933,Laguna,4.722830695,1,1,2012,DS,LagD
MT4933,Nueva Ecija,7.549150607,1,1,2012,DS,NueD
MT4934,Agusan,3.999513778,1,1,2012,DS,AguD
MT4934,Bohol,3.128146866,1,1,2012,DS,BohD
MT4934,Laguna,5.026030239,1,1,2012,DS,LagD
MT4934,Nueva Ecija,7.662938433,1,1,2012,DS,NueD
MT4935,Agusan,4.282740764,1,1,2012,DS,AguD
MT4935,Bohol,3.76837956,1,1,2012,DS,BohD
MT4935,Laguna,5.37348272,1,1,2012,DS,LagD
MT4935,Nueva Ecija,8.224668129,1,1,2012,DS,NueD
MT4936,Agusan,4.039209259,1,1,2012,DS,AguD
MT4936,Bohol,3.199706113,1,1,2012,DS,BohD
MT4936,Laguna,4.713364817,1,1,2012,DS,LagD
MT4936,Nueva Ecija,7.572092956,1,1,2012,DS,NueD
MT4937,Agusan,4.183872924,1,1,2012,DS,AguD
MT4937,Bohol,3.051338042,1,1,2012,DS,BohD
MT4937,Laguna,4.776419974,1,1,2012,DS,LagD
MT4937,Nueva Ecija,7.690833489,1,1,2012,DS,NueD
MT4938,Agusan,4.130053406,1,1,2012,DS,AguD
MT4938,Bohol,3.094854989,1,1,2012,DS,BohD
MT4938,Laguna,4.584976043,1,1,2012,DS,LagD
MT4938,Nueva Ecija,7.831195994,1,1,2012,DS,NueD
MT4939,Agusan,4.317842754,1,1,2012,DS,AguD
MT4939,Bohol,2.557404957,1,1,2012,DS,BohD
MT4939,Laguna,4.972540943,1,1,2012,DS,LagD
MT4939,Nueva Ecija,7.718450552,1,1,2012,DS,NueD
MT4940,Agusan,4.040166042,1,1,2012,DS,AguD
MT4940,Bohol,2.785156124,1,1,2012,DS,BohD
MT4940,Laguna,5.11381855,1,1,2012,DS,LagD
